25/09/2024;P01326            003004         X;6191800522787;1;003
06/10/2024;P01326            003004         X;6191800522787;1;016
15/10/2024;P01326            003004         X;6191800522787;1;020
19/10/2024;P01326            003004         X;6191800522787;1;020
22/10/2024;P01326            003004         X;6191800522787;1;023
26/10/2024;P01326            003004         X;6191800522787;1;024
30/10/2024;P01326            003004         X;6191800522787;1;034
24/10/2024;P01326            003004         X;6191800522787;1;033
02/11/2024;P01326            003004         X;6191800522787;1;033
06/10/2024;P01326            003004         X;6191800522787;1;034
21/10/2024;P01326            003004         X;6191800522787;1;034
23/10/2024;P01326            003004         X;6191800522787;1;034
26/10/2024;P01326            003004         X;6191800522787;1;034
18/10/2024;P01326            003004         X;6191800522787;1;019
02/10/2024;P01326            003004         X;6191800522787;1;028
23/10/2024;P01326            003004         X;6191800522787;1;028
06/10/2024;P01326            003004         X;6191800522787;1;033
11/10/2024;P01326            003004         X;6191800522787;1;033
20/10/2024;P01326            003004         X;6191800522787;1;033
25/10/2024;P01326            003004         X;6191800522787;1;040
01/11/2024;P01326            003004         X;6191800522787;1;003
28/09/2024;P01326            003004         X;6191800522787;1;006
22/10/2024;P01326            003004         X;6191800522787;1;015
10/10/2024;P01326            003004         X;6191800522787;1;016
20/10/2024;P01326            003004         X;6191800522787;1;018
21/10/2024;P01326            003004         X;6191800522787;1;037
22/10/2024;P01326            003004         X;6191800522787;1;037
01/11/2024;P01326            003004         X;6191800522787;1;037
26/10/2024;P01326            003004         X;6191800522787;1;031
01/11/2024;P01326            003004         X;6191800522787;1;031
27/10/2024;P01326            003004         X;6191800522787;1;032
25/10/2024;P01326            003004         X;6191800522787;1;045
29/10/2024;P01326            003004         X;6191800522787;1;045
31/10/2024;P01326            003004         X;6191800522787;1;045
02/10/2024;P01326            003004         X;6191800522787;1;037
05/10/2024;P01326            003004         X;6191800522787;1;037
12/10/2024;P01326            003004         X;6191800522787;1;037
30/10/2024;P01326            003004         X;6191800522787;1;041
12/10/2024;P01326            003004         X;6191800522787;1;044
19/10/2024;P01326            003004         X;6191800522787;1;044
25/10/2024;P01326            003004         X;6191800522787;1;044
31/10/2024;P01326            003004         X;6191800522787;-1;044
03/11/2024;P01326            003004         X;6191800522787;1;044
30/10/2024;P01326            003004         X;6191800522787;1;035
03/11/2024;P01326            003004         X;6191800522787;1;035
18/10/2024;P01326            003004         X;6191800522787;1;036
23/10/2024;P01326            003004         X;6191800522787;1;036
23/10/2024;P01326            003004         X;6191800522787;-1;036
30/10/2024;P01326            003004         X;6191800522787;1;036
31/10/2024;P01326            003004         X;6191800522787;1;004
24/10/2024;P01326            003004         X;6191800522787;1;009
29/09/2024;P01326            003004         X;6191800522787;1;012
03/11/2024;P01326            003004         X;6191800522787;1;012
24/10/2024;P01326            003004         X;6191800522787;1;014
13/10/2024;P01326            003004         X;6191800522787;1;035
25/09/2024;P01326            004005         X;6191800523036;1;001
27/09/2024;P01326            004005         X;6191800523036;1;009
19/10/2024;P01326            004005         X;6191800523036;1;010
13/10/2024;P01326            004005         X;6191800523036;1;011
29/10/2024;P01326            004005         X;6191800523036;1;013
06/10/2024;P01326            004005         X;6191800523036;1;014
18/09/2024;P01326            004005         X;6191800523036;1;040
19/10/2024;P01326            004005         X;6191800523036;1;040
23/10/2024;P01326            004005         X;6191800523036;1;034
24/10/2024;P01326            004005         X;6191800523036;1;034
27/10/2024;P01326            004005         X;6191800523036;1;034
21/10/2024;P01326            004005         X;6191800523036;1;018
26/10/2024;P01326            004005         X;6191800523036;1;020
20/10/2024;P01326            004005         X;6191800523036;1;024
09/10/2024;P01326            004005         X;6191800523036;1;028
29/10/2024;P01326            004005         X;6191800523036;1;028
12/10/2024;P01326            004005         X;6191800523036;1;039
18/10/2024;P01326            004005         X;6191800523036;1;032
05/11/2024;P01326            004005         X;6191800523036;1;032
16/09/2024;P01326            004005         X;6191800523036;1;002
