FIDC1I;349863F2-1C33-45A0-821C-6067270B920C;01200000000003584;EXE;512;MAR119430;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;3499420A-2AD6-4F4A-A902-9A5620A5604F;00900000000009777;EXE;509;MAR87483;MAD;2019-04-04;2020-12-30;005;239.0000;0;239.0000;NULL;239.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34996059-0803-478D-A83D-8E7C5C18D7BE;01000000000003379;EXE;510;MAR33855;MAD;2017-05-11;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;3499667C-EE7C-4F4C-A0C9-BD0C3DCDC0BC;01300000000004286;EXE;513;MAR140247;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349979BA-6923-43B6-A869-F7FBC1686D8E;99900000000039592;EXE;599;MAR187595;MAD;2022-09-23;2022-09-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349AAA31-D4C1-4E42-B149-694B3E9E1183;99900000000038198;EXE;599;MAR186201;MAD;2022-09-23;2022-09-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349B2C55-E92C-4827-86B6-981C998EB3D9;01100000000004585;EXE;511;MAR59899;MAD;2018-04-28;2020-12-30;005;199.0000;0;199.0000;NULL;199.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349B728F-74A9-4666-9F61-0CA1AD5FBF29;00600000000000633;EXE;506;MAR12252;MAD;2016-10-27;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349BC632-2743-4669-ADA5-854A4BECBC6B;00800000000002634;EXE;508;MAR19293;MAD;2016-11-19;2020-12-30;005;598.0000;0;598.0000;NULL;598.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349C1B51-7F55-441C-9CC5-FEF29A583B86;00900000000014672;EXE;509;MAR137948;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349CF639-E3B5-40D0-93A3-B8131CF001AA;00400000000020015;EXE;504;MAR104966;MAD;2019-10-21;2020-12-30;005;3960.0000;1;3960.0000;3561.0000;39600.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349D940F-0DCF-452C-A392-690453250740;99900000000004969;EXE;599;MAR147970;MAD;2021-03-22;2021-03-22;002;130.0000;1;130.0000;130.0000;260.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349E1C7E-B044-4889-9CD9-379F75547C93;00400000000021647;EXE;504;MAR115585;MAD;2020-02-11;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349E1F2E-E1E0-49E8-A48E-B4701965ED4A;01000000000008885;EXE;510;MAR67344;MAD;2018-07-07;2020-12-30;005;735.0000;0;735.0000;NULL;735.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349E3CF3-EE6E-430E-A15B-FB4979525147;00700000000010543;EXE;507;MAR106742;MAD;2020-01-12;2020-12-30;005;499.0000;0;499.0000;NULL;499.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349F3361-B331-48A7-9736-646FF56C7D05;99900000000004417;EXE;599;MAR147418;MAD;2021-03-22;2021-03-22;002;299.0000;1;299.0000;299.0000;897.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349F6026-137E-4E25-86C4-63A41DEDF535;99900000000052858;EXE;599;mar200861;MAD;2023-08-14;2023-08-14;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349F6CEC-5F35-4129-9860-1C500F905D36;99900000000004435;EXE;599;MAR147436;MAD;2021-03-22;2021-03-22;002;699.0000;1;699.0000;699.0000;2097.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349FCE1D-5816-44CD-B37A-E997FC7F7C8B;00400000000026119;EXE;504;MAR167370;MAD;2022-02-07;2022-02-07;002;249.0000;1;249.0000;249.0000;249.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349FDF33-9C5F-428D-BFA7-7F0B44565824;01000000000006457;EXE;510;MAR48149;MAD;2017-12-20;2020-12-30;005;699.0000;0;699.0000;NULL;699.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;349FE470-08DF-471B-B76A-8C9F91FF08D5;99900000000019331;EXE;599;MAR162331;MAD;2021-09-02;2021-09-02;002;100.0000;1;100.0000;100.0000;200.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;349FF5FC-25FD-4E63-864E-AF411F65803B;00400000000020345;EXE;504;MAR106510;MAD;2020-10-09;2020-12-30;005;1217.0000;0;1217.0000;1.0000;2434.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A049E4-6686-4E32-80A2-5AC5D4E75709;99900000000026373;EXE;599;MAR174375;MAD;2022-02-23;2022-02-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A04E78-9C15-472E-A62C-DFF7C77D62A9;01100000000004955;EXE;511;MAR65496;MAD;2018-06-10;2020-12-30;005;199.0000;0;199.0000;NULL;199.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A1DBE8-742D-4C4C-8159-5141ACF7DA5E;00800000000017064;EXE;508;MAR166595;MAD;2022-02-10;2022-02-10;002;1546.0000;2;1546.0000;1546.0000;6184.0000;2;;;;;;;;;;;;;;;;;
FIDC1I;34A21227-BE69-4FED-AD9F-09F2EC69FBB1;00400000000011184;EXE;504;MAR56034;MAD;2018-02-03;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A3096C-24BF-4BD1-8FC5-4816D4437ED0;00900000000009440;EXE;509;MAR85079;MAD;2019-02-22;2020-12-30;005;548.0000;0;548.0000;NULL;548.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A36F37-5848-42FB-8109-6B52C484EA0F;99900000000017699;EXE;599;MAR160699;MAD;2021-09-02;2021-09-02;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A37564-3D31-47C8-A7A4-F86B1BEA6F1B;99900000000029613;EXE;599;MAR177616;MAD;2022-03-25;2022-03-25;002;529.0000;1;529.0000;529.0000;1587.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;34A387DD-3DF7-4304-91EB-D0C4CB002B34;01300000000000780;EXE;513;MAR113525;MAD;2020-01-16;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A44B41-851E-473C-B753-DE18AF086751;00400000000009863;EXE;504;MAR49134;MAD;2017-11-24;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A4A221-414D-45F0-B9C2-5F93B6E9278F;00800000000012459;EXE;508;MAR100902;MAD;2019-10-12;2020-12-30;005;499.0000;0;499.0000;NULL;499.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A4A24D-5B82-40B8-96CC-61CB532935FA;00400000000004909;EXE;504;MAR17626;MAD;2016-10-15;2020-12-30;005;748.0000;0;748.0000;NULL;748.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A4E2E8-1DBB-44EE-BCF7-A4929955F767;99900000000039564;EXE;599;MAR187567;MAD;2022-09-23;2022-09-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A530D3-9FE0-4B9D-84BB-502E61B03A8E;01300000000004040;EXE;513;MAR141959;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A588B1-0549-4885-AF77-CF270224BF86;00200000000005386;EXE;502;MAR39844;MAD;2017-08-04;2020-12-30;005;897.0000;0;897.0000;NULL;897.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A58A06-02DE-4284-AB36-44E2B532C7B5;99900000000044394;EXE;599;MAR192397;MAD;2022-09-23;2022-09-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A599C1-959C-46C6-BB29-9BA1E4EBFF9E;00400000000025726;EXE;504;MAR117452;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A5A1F6-D6DB-42C3-A4B4-E50DB1350EAF;99900000000019558;EXE;599;MAR162558;MAD;2021-09-02;2021-09-02;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A62E2C-BE30-46ED-AB7C-A63FF1D1716A;00900000000005903;EXE;509;MAR59430;MAD;2018-03-10;2020-12-30;005;349.0000;0;349.0000;NULL;349.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A64046-889A-4B30-BDA3-2002A0FDC6FB;99900000000034952;EXE;599;MAR182955;MAD;2022-03-25;2022-03-25;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A6E0D8-BD02-479C-AE82-3E980F5904BA;99900000000053658;EXE;599;mar201661;MAD;2023-08-14;2023-08-14;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A76B6F-5E74-4635-9FE7-D9B7C00F7759;99900000000031754;EXE;599;MAR179757;MAD;2022-03-25;2022-03-25;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A7F322-DA78-40E6-85C0-B2EF22A0B463;01300000000003401;EXE;513;MAR140272;MAD;2021-01-23;2021-01-23;002;149.0000;1;149.0000;149.0000;149.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;34A82815-2EC5-459F-AD3E-2EC0D4EA258B;00200000000018108;EXE;502;MAR166922;MAD;2021-12-27;2021-12-27;002;399.0000;1;399.0000;399.0000;399.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;34A84B3A-8863-48D7-8CFB-3F724852723C;99900000000010936;EXE;599;MAR153937;MAD;2021-05-31;2021-05-31;002;798.0000;1;798.0000;798.0000;3192.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;34A873A1-F1B4-42D2-A539-4EA83C9AA9EB;99900000000017572;EXE;599;MAR160572;MAD;2021-09-02;2021-09-02;002;320.0000;1;320.0000;320.0000;640.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;34A88745-4693-4088-9979-6B36D6B08854;99900000000002954;EXE;599;MAR145955;MAD;2021-03-22;2021-03-22;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A94189-B9C6-4567-A717-9F69266F030B;99900000000025626;EXE;599;MAR173627;MAD;2022-02-23;2022-02-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A95BBF-B043-4B58-B162-77EFDA517BF5;00800000000002455;EXE;508;MAR19618;MAD;2016-10-29;2020-12-30;005;399.0000;0;399.0000;NULL;399.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34A98B92-A234-4A1C-92A3-99DDDFAA4EEF;00800000000012867;EXE;508;MAR108893;MAD;2019-12-18;2020-12-30;005;698.0000;0;698.0000;NULL;698.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34AA7D5F-5638-46DE-901E-DC012BF0FD11;01300000000004367;EXE;513;MAR135362;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1R;34AA9B67-A1A3-4013-99E0-61F3A85CAB92;00200000000001903;EXE;502;MAR03982;MAD;2016-05-08;2020-12-30;005;0.0000;0;0.0000;-119.0000;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34AAA510-309A-4853-BEFE-8398F36EA35C;00800000000006443;EXE;508;MAR50446;MAD;2020-10-09;2020-12-30;005;1468.0000;0;1468.0000;1.0000;2936.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;34AC3E57-7970-4AFB-AD86-4A2D812F1B77;01000000000002868;EXE;510;MAR29058;MAD;2017-04-05;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
