25/09/2024;P01326            003004         X;6,1918E+12;1;3
06/10/2024;P01326            003004         X;6,1918E+12;1;16
15/10/2024;P01326            003004         X;6,1918E+12;1;20
19/10/2024;P01326            003004         X;6,1918E+12;1;20
22/10/2024;P01326            003004         X;6,1918E+12;1;23
26/10/2024;P01326            003004         X;6,1918E+12;1;24
30/10/2024;P01326            003004         X;6,1918E+12;1;34
24/10/2024;P01326            003004         X;6,1918E+12;1;33
02/11/2024;P01326            003004         X;6,1918E+12;1;33
06/10/2024;P01326            003004         X;6,1918E+12;1;34
21/10/2024;P01326            003004         X;6,1918E+12;1;34
23/10/2024;P01326            003004         X;6,1918E+12;1;34
26/10/2024;P01326            003004         X;6,1918E+12;1;34
18/10/2024;P01326            003004         X;6,1918E+12;1;19
02/10/2024;P01326            003004         X;6,1918E+12;1;28
23/10/2024;P01326            003004         X;6,1918E+12;1;28
06/10/2024;P01326            003004         X;6,1918E+12;1;33
11/10/2024;P01326            003004         X;6,1918E+12;1;33
20/10/2024;P01326            003004         X;6,1918E+12;1;33
25/10/2024;P01326            003004         X;6,1918E+12;1;40
01/11/2024;P01326            003004         X;6,1918E+12;1;3
28/09/2024;P01326            003004         X;6,1918E+12;1;6
22/10/2024;P01326            003004         X;6,1918E+12;1;15
10/10/2024;P01326            003004         X;6,1918E+12;1;16
20/10/2024;P01326            003004         X;6,1918E+12;1;18
21/10/2024;P01326            003004         X;6,1918E+12;1;37
22/10/2024;P01326            003004         X;6,1918E+12;1;37
01/11/2024;P01326            003004         X;6,1918E+12;1;37
26/10/2024;P01326            003004         X;6,1918E+12;1;31
01/11/2024;P01326            003004         X;6,1918E+12;1;31
27/10/2024;P01326            003004         X;6,1918E+12;1;32
25/10/2024;P01326            003004         X;6,1918E+12;1;45
29/10/2024;P01326            003004         X;6,1918E+12;1;45
31/10/2024;P01326            003004         X;6,1918E+12;1;45
02/10/2024;P01326            003004         X;6,1918E+12;1;37
05/10/2024;P01326            003004         X;6,1918E+12;1;37
12/10/2024;P01326            003004         X;6,1918E+12;1;37
30/10/2024;P01326            003004         X;6,1918E+12;1;41
12/10/2024;P01326            003004         X;6,1918E+12;1;44
19/10/2024;P01326            003004         X;6,1918E+12;1;44
25/10/2024;P01326            003004         X;6,1918E+12;1;44
31/10/2024;P01326            003004         X;6,1918E+12;-1;44
03/11/2024;P01326            003004         X;6,1918E+12;1;44
30/10/2024;P01326            003004         X;6,1918E+12;1;35
03/11/2024;P01326            003004         X;6,1918E+12;1;35
18/10/2024;P01326            003004         X;6,1918E+12;1;36
23/10/2024;P01326            003004         X;6,1918E+12;1;36
23/10/2024;P01326            003004         X;6,1918E+12;-1;36
30/10/2024;P01326            003004         X;6,1918E+12;1;36
31/10/2024;P01326            003004         X;6,1918E+12;1;4
24/10/2024;P01326            003004         X;6,1918E+12;1;9
29/09/2024;P01326            003004         X;6,1918E+12;1;12
03/11/2024;P01326            003004         X;6,1918E+12;1;12
24/10/2024;P01326            003004         X;6,1918E+12;1;14
13/10/2024;P01326            003004         X;6,1918E+12;1;35
25/09/2024;P01326            004005         X;6,1918E+12;1;1
27/09/2024;P01326            004005         X;6,1918E+12;1;9
19/10/2024;P01326            004005         X;6,1918E+12;1;10
13/10/2024;P01326            004005         X;6,1918E+12;1;11
29/10/2024;P01326            004005         X;6,1918E+12;1;13
06/10/2024;P01326            004005         X;6,1918E+12;1;14
18/09/2024;P01326            004005         X;6,1918E+12;1;40
19/10/2024;P01326            004005         X;6,1918E+12;1;40
23/10/2024;P01326            004005         X;6,1918E+12;1;34
24/10/2024;P01326            004005         X;6,1918E+12;1;34
27/10/2024;P01326            004005         X;6,1918E+12;1;34
21/10/2024;P01326            004005         X;6,1918E+12;1;18
26/10/2024;P01326            004005         X;6,1918E+12;1;20
20/10/2024;P01326            004005         X;6,1918E+12;1;24
09/10/2024;P01326            004005         X;6,1918E+12;1;28
29/10/2024;P01326            004005         X;6,1918E+12;1;28
12/10/2024;P01326            004005         X;6,1918E+12;1;39
18/10/2024;P01326            004005         X;6,1918E+12;1;32
05/11/2024;P01326            004005         X;6,1918E+12;1;32
16/09/2024;P01326            004005         X;6,1918E+12;1;2
28/09/2024;P01326            004005         X;6,1918E+12;1;11
17/10/2024;P01326            004005         X;6,1918E+12;1;13
05/11/2024;P01326            004005         X;6,1918E+12;1;17
28/09/2024;P01326            004005         X;6,1918E+12;1;31
28/09/2024;P01326            004005         X;6,1918E+12;1;31
18/10/2024;P01326            004005         X;6,1918E+12;1;31
22/10/2024;P01326            004005         X;6,1918E+12;1;31
26/10/2024;P01326            004005         X;6,1918E+12;1;31
21/09/2024;P01326            004005         X;6,1918E+12;1;32
29/10/2024;P01326            004005         X;6,1918E+12;1;36
02/11/2024;P01326            004005         X;6,1918E+12;1;36
16/10/2024;P01326            004005         X;6,1918E+12;1;37
20/10/2024;P01326            004005         X;6,1918E+12;1;37
24/10/2024;P01326            004005         X;6,1918E+12;1;37
26/10/2024;P01326            004005         X;6,1918E+12;1;37
26/10/2024;P01326            004005         X;6,1918E+12;1;35
18/09/2024;P01326            004005         X;6,1918E+12;1;36
22/09/2024;P01326            004005         X;6,1918E+12;1;36
12/10/2024;P01326            004005         X;6,1918E+12;1;36
22/10/2024;P01326            004005         X;6,1918E+12;1;36
23/10/2024;P01326            004005         X;6,1918E+12;1;36
29/10/2024;P01326            004005         X;6,1918E+12;-1;44
28/09/2024;P01326            004005         X;6,1918E+12;1;45
12/10/2024;P01326            004005         X;6,1918E+12;1;45
20/10/2024;P01326            004005         X;6,1918E+12;1;45
20/10/2024;P01326            004005         X;6,1918E+12;1;45
25/10/2024;P01326            004005         X;6,1918E+12;1;45
25/10/2024;P01326            004005         X;6,1918E+12;1;43
30/10/2024;P01326            004005         X;6,1918E+12;1;43
20/10/2024;P01326            004005         X;6,1918E+12;-1;44
23/10/2024;P01326            004005         X;6,1918E+12;1;44
26/10/2024;P01326            004005         X;6,1918E+12;1;44
29/10/2024;P01326            004005         X;6,1918E+12;1;44
23/09/2024;P01326            004005         X;6,1918E+12;1;50
26/10/2024;P01326            004005         X;6,1918E+12;1;50
29/10/2024;P01326            00700R         X;6,1918E+12;-1;13
27/10/2024;P01326            00700R         X;6,1918E+12;1;24
15/09/2024;P01326            00700R         X;6,1918E+12;1;4
15/09/2024;P01326            00700R         X;6,1918E+12;1;4
15/09/2024;P01326            00700R         X;6,1918E+12;-1;4
31/10/2024;P01326            00700R         X;6,1918E+12;1;9
17/10/2024;P01326            00700R         X;6,1918E+12;1;18
15/09/2024;P01326            00700R         X;6,1918E+12;1;23
25/10/2024;P01326            00700R         X;6,1918E+12;1;28
08/10/2024;P01326            00700R         X;6,1918E+12;1;34
30/10/2024;P01326            00700R         X;6,1918E+12;1;34
21/10/2024;P01326            00700R         X;6,1918E+12;1;32
20/10/2024;P01326            00700R         X;6,1918E+12;1;8
21/10/2024;P01326            00700R         X;6,1918E+12;1;24
27/10/2024;P01326            00700R         X;6,1918E+12;1;28
29/10/2024;P01326            00700R         X;6,1918E+12;1;38
13/10/2024;P01326            00700R         X;6,1918E+12;1;12
27/10/2024;P01326            00700R         X;6,1918E+12;1;12
26/10/2024;P01326            00700R         X;6,1918E+12;1;18
21/10/2024;P01326            00700R         X;6,1918E+12;1;30
21/09/2024;P01326            00700R         X;6,1918E+12;1;31
16/10/2024;P01326            00700R         X;6,1918E+12;1;31
02/11/2024;P01326            00700R         X;6,1918E+12;1;31
29/10/2024;P01326            00700R         X;6,1918E+12;1;19
22/09/2024;P01326            00700R         X;6,1918E+12;1;42
23/10/2024;P01326            00700R         X;6,1918E+12;1;42
01/11/2024;P01326            00700R         X;6,1918E+12;1;42
06/10/2024;P01326            00700R         X;6,1918E+12;1;45
15/10/2024;P01326            00700R         X;6,1918E+12;1;45
20/10/2024;P01326            00700R         X;6,1918E+12;1;36
30/10/2024;P01326            00700R         X;6,1918E+12;1;36
26/09/2024;P01326            00700R         X;6,1918E+12;1;37
23/10/2024;P01326            00700R         X;6,1918E+12;1;37
29/10/2024;P01326            00700R         X;6,1918E+12;-1;5
13/10/2024;P01326            00700R         X;6,1918E+12;1;18
20/10/2024;P01326            00700R         X;6,1918E+12;1;41
25/10/2024;P01326            00700R         X;6,1918E+12;1;41
25/10/2024;P01326            00700R         X;6,1918E+12;1;41
29/09/2024;P01326            00700R         X;6,1918E+12;1;49
06/10/2024;P01326            00700R         X;6,1918E+12;1;49
04/11/2024;P01326            00700R         X;6,1918E+12;1;28
24/09/2024;P01326            00700R         X;6,1918E+12;1;20
