201,MARSEILLE,TD1,115
202,STRASBOURG,TD1,116
203,PARIS ROQUETTE,TD1,117
204,DUNKERQUE,TD1,118
205,ANNECY,TD1,119
206,METZ,TD1,120
295,Etab TEST LOT,TD1,121
296,etab test 2.0,TD1,122
301,PARIS UNIVERSITE,TD1,123
302,NANCY,TD1,124
303,QUIMPER,TD1,125
304,SAINT TROPEZ,TD1,126
305,MUNICH,TD1,127
306,GRENOBLE,TD1,128
401,PARIS CHAMPS ELYSEES,TD1,129
402,PARIS SAINT HONORE,TD1,130
403,RENNES,TD1,131
