561060            006005         X,6000000540661,0,0,2,2,0,0,22,22
561068            00200F         X,6000000542566,0,0,0,0,0,0,21,21
561068            00200F         X,6000000542566,0,0,6,6,0,0,22,22
561068            00300F         X,6000000542573,0,0,3,3,0,0,21,21
561068            00300F         X,6000000542573,0,0,5,5,0,0,22,22
607064            004001         X,6000000536121,0,0,2,2,0,0,21,21
607064            004001         X,6000000536121,0,0,0,0,0,0,22,22
211097            00300A         X,6190000009050,0,8,0,0,0,0,21,21
211097            00300A         X,6190000009050,0,1,0,0,0,0,22,22
607141            00200M         X,6191800055544,0,0,2,2,0,0,21,21
607141            00200M         X,6191800055544,0,0,3,4,0,0,22,22
801150            001006         X,6000000503802,0,1,0,0,0,0,21,21
801150            001006         X,6000000503802,0,1,0,0,0,0,22,22
607113            005001         X,6000000560133,0,2,2,2,0,0,21,21
607113            005001         X,6000000560133,0,2,1,1,0,0,22,22
607113            006001         X,6000000560140,0,2,0,0,0,0,21,21
607113            006001         X,6000000560140,0,2,0,0,0,0,22,22
801173            001001         X,6000000491321,0,1,1,1,0,0,21,21
801173            001001         X,6000000491321,0,1,1,1,0,0,22,22
561068            00400F         X,6000000542580,0,0,2,2,0,0,21,21
561068            00400F         X,6000000542580,0,0,4,4,0,0,22,22
607064            004002         X,6000000536138,0,0,1,1,0,0,21,21
607064            004002         X,6000000536138,0,0,1,1,0,0,22,22
607064            005001         X,6000000536145,0,0,0,0,0,0,21,21
607064            005001         X,6000000536145,0,0,0,0,0,0,22,22
607141            003001         X,6191800055643,0,0,3,3,0,0,21,21
607141            003001         X,6191800055643,0,0,9,7,0,0,22,22
607150            00100E         X,6190000027528,0,0,0,0,0,0,21,21
607150            00100E         X,6190000027528,0,0,1,1,0,0,22,22
607113            007001         X,6000000560157,0,1,2,3,0,0,21,21
607113            007001         X,6000000560157,0,1,0,0,0,0,22,22
211097            00400A         X,6190000009067,0,41,0,0,0,0,21,21
211097            00400A         X,6190000009067,0,25,0,0,0,0,22,22
211097            00500A         X,6190000009074,0,1,1,1,0,0,21,21
211097            00500A         X,6190000009074,0,1,0,0,0,0,22,22
