FIDC1I;1A7E1F78-C4B1-453F-9863-6819B6D54BB7;00400000000012727;EXE;504;MAR63551;MAD;2018-05-20;2020-12-30;005;398.0000;0;398.0000;NULL;398.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7E6CF0-151E-4598-9BA6-6D8E927B2037;01000000000001660;EXE;510;MAR21646;MAD;2016-12-30;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7F4272-80A5-4274-B685-7917D0A426AB;99900000000050420;EXE;599;MAR198423;MAD;2023-02-28;2023-02-28;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7F51FD-F8C2-4BFD-8545-FF58D1906829;01000000000009232;EXE;510;MAR71634;MAD;2018-08-24;2020-12-30;005;528.0000;0;528.0000;NULL;528.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7F6907-0F45-4F16-9A63-D8150DF50614;99900000000028363;EXE;599;MAR176366;MAD;2022-03-25;2022-03-25;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7F7439-209C-42BF-8D64-AF1726F209FF;00900000000005399;EXE;509;MAR53727;MAD;2018-01-21;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A7F9F8D-54C1-4181-80DB-384F1863BEC7;01300000000000158;EXE;513;MAR107437;MAD;2019-12-01;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A800473-3120-4ABB-9AFA-097355F22388;99900000000019391;EXE;599;MAR162391;MAD;2021-09-02;2021-09-02;002;280.0000;1;280.0000;280.0000;560.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A8020F2-7F21-4BD2-9E0B-5030D3EFA2C5;99900000000023826;EXE;599;MAR171827;MAD;2022-02-23;2022-02-23;002;1673.0000;3;1673.0000;1673.0000;15057.0000;3;;;;;;;;;;;;;;;;;
FIDC1I;1A805204-D2A9-4CD7-8069-3BABCC7DDFEF;99900000000028632;EXE;599;MAR176635;MAD;2022-03-25;2022-03-25;002;849.0000;2;849.0000;849.0000;2547.0000;2;;;;;;;;;;;;;;;;;
FIDC1I;1A80A203-D244-4A09-9BF0-A8E691AF1643;00200000000003515;EXE;502;MAR23221;MAD;2017-02-17;2020-12-30;005;549.0000;0;549.0000;NULL;549.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A80CA25-4C53-4949-B8BA-F9B31AE68B27;99900000000009533;EXE;599;MAR152534;MAD;2021-05-31;2021-05-31;002;160.0000;1;160.0000;160.0000;320.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A8200B4-5A8D-4EF6-B6D2-E4DE07133577;01100000000005927;EXE;511;MAR82722;MAD;2019-01-16;2020-12-30;005;1447.0000;1;1447.0000;648.0000;4341.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A82CCC6-76E6-4030-B430-EE37573101CD;00700000000012521;EXE;507;MAR134133;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A82DD4F-8D16-48F4-B87A-5E6C39ECA160;99900000000014741;EXE;599;MAR157741;MAD;2021-07-30;2021-07-30;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A837342-22A2-4855-AAAC-7B978ED1532F;01000000000003647;EXE;510;MAR34320;MAD;2017-05-25;2020-12-30;005;995.0000;0;995.0000;NULL;995.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A839919-E671-4618-A03D-BF9AF5CDA1C9;99900000000037209;EXE;599;MAR185212;MAD;2022-09-23;2022-09-23;002;350.0000;1;350.0000;350.0000;700.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A83C875-88F7-4490-BEB8-0D7B3A5774FE;99900000000016833;EXE;599;MAR159833;MAD;2021-07-30;2021-07-30;002;978.0000;1;978.0000;978.0000;3912.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A83EEBB-3DCA-4002-BE41-B9EE195C06FD;01300000000004595;EXE;513;MAR131119;MAD;2021-03-08;2021-03-08;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A84974B-0651-43E7-85D9-E5F375B97DBC;00400000000018905;EXE;504;MAR98466;MAD;2019-07-26;2020-12-30;005;249.0000;0;249.0000;NULL;249.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A8500DC-FD96-4A37-9BE8-F2D2C679BD8B;99900000000019346;EXE;599;MAR162346;MAD;2021-09-02;2021-09-02;002;250.0000;1;250.0000;250.0000;500.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A85065A-644C-4370-BC44-8E75D3025CF5;00900000000005692;EXE;509;MAR56337;MAD;2018-02-11;2020-12-30;005;299.0000;0;299.0000;NULL;299.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A85AF8A-0DA9-43D1-8DD8-54D9E8A60BAE;99900000000026788;EXE;599;MAR174791;MAD;2022-02-23;2022-02-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A85D770-662F-45CC-99F4-E1401F087BB4;00200000000010645;EXE;502;MAR76898;MAD;2018-11-23;2020-12-30;005;0.0000;0;0.0000;NULL;0.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A8608B6-C27A-44FD-875D-4847112FD47F;00900000000006852;EXE;509;MAR63910;MAD;2018-06-09;2020-12-30;005;477.0000;1;477.0000;199.0000;954.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A8655CB-C5CE-4B7D-8C65-E1366AF1DFFA;00400000000015203;EXE;504;MAR77595;MAD;2019-12-07;2020-12-30;005;3043.0000;2;3043.0000;1199.0000;12172.0000;2;;;;;;;;;;;;;;;;;
FIDC1R;1A8660F7-255A-4A5C-80B7-18B4FD8E7064;99900000000041466;EXE;599;MAR189469;MAD;2022-09-23;2022-09-23;002;1248.0000;1;1248.0000;1248.0000;4992.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A867B7A-601A-45DB-9F1C-51536A99EBAA;01300000000002814;EXE;513;MAR135038;MAD;2020-11-27;2020-12-30;005;349.0000;1;349.0000;349.0000;698.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A86B8C1-60DF-4FD7-AAE1-74D9BA5C9D90;99900000000035034;EXE;599;MAR183037;MAD;2022-03-25;2022-03-25;002;500.0000;1;500.0000;500.0000;1000.0000;1;;;;;;;;;;;;;;;;;
FIDC1I;1A86E25E-3B06-4810-8E00-BC1A7D768999;99900000000038943;EXE;599;MAR186946;MAD;2022-09-23;2022-09-23;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A86F3CB-604A-4F7A-9A2F-3A5B942C83B1;01100000000004603;EXE;511;MAR59916;MAD;2018-04-30;2020-12-30;005;199.0000;0;199.0000;NULL;199.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A87B19D-2736-4530-955C-2D3847C4BAA0;00700000000011263;EXE;507;MAR119075;MAD;2020-07-22;2020-12-30;005;848.0000;0;848.0000;NULL;848.0000;0;;;;;;;;;;;;;;;;;
FIDC1I;1A880A0A-CDBF-4572-AB85-3AC4588131B3;99900000000014675;EXE;599;MAR157675;MAD;2021-07-30;2021-07-30;002;1.0000;0;1.0000;1.0000;1.0000;0;;;;;;;;;;;;;;;;;
